,Business Name,Category,City,State,County,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description)
639,Vencor Hospital ,hospital, Brea,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
640,Vencor Hospital ,hospital, Orange County,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
641,Vencor Hospital ,hospital, Orange County,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
642,Vencor Hospital ,hospital, Orange County,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
643,Vencor Hospital ,hospital, Orange County,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
644,Vencor Hospital ,hospital, Orange County,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
645,Vencor Hospital ,hospital, Orange County,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
646,Vencor Hospital ,hospital, Orange County,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
647,Vencor Hospital ,hospital, Orange County,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
648,West Anaheim Medical Center ,hospital, Anaheim,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
649,West Anaheim Medical Center ,hospital, Anaheim,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
650,West Anaheim Medical Center ,hospital, Anaheim,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
651,West Anaheim Medical Center ,hospital, Anaheim,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
652,West Anaheim Medical Center ,hospital, Anaheim,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
653,West Anaheim Medical Center ,hospital, Anaheim,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
654,West Anaheim Medical Center ,hospital, Anaheim,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
655,West Anaheim Medical Center ,hospital, Anaheim,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
656,Western Medical Center ,hospital, Anaheim,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
657,Western Medical Center ,hospital, Anaheim,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
658,Western Medical Center ,hospital, Anaheim,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
659,Western Medical Center ,hospital, Anaheim,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
660,Western Medical Center ,hospital, Anaheim,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
661,Western Medical Center ,hospital, Anaheim,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
662,Western Medical Center ,hospital, Anaheim,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
663,Western Medical Center ,hospital, Anaheim,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
664,Orange County Global Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,6.0,59.0,0.0,0.0,0.0,Orange County
665,Orange County Global Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,12.0,95.0,0.0,0.0,0.0,Orange County
666,Orange County Global Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,18.0,117.0,0.0,0.0,0.0,Orange County
667,Orange County Global Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,36.0,71.0,0.0,0.0,0.0,Orange County
668,Orange County Global Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,37.0,135.0,0.0,0.0,0.0,Orange County
669,Orange County Global Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,48.0,361.0,0.0,0.0,0.0,Orange County
670,Orange County Global Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,50.0,17.0,0.0,0.0,0.0,Orange County
671,Orange County Global Medical Center ,hospital, Santa Ana,CA,Orange County,50.0,51.0,137.0,0.0,0.0,0.0,Orange County
672,Kaiser Permanente Medical Center ,hospital, Roseville,CA,Placer County,50.0,6.0,61.0,0.0,0.0,0.0,Placer County
673,Sutter Auburn Faith Hospital,hospital,,CA,Placer County,50.0,6.0,61.0,0.0,0.0,0.0,Placer County
674,Sutter Roseville Medical Center,hospital,,CA,Placer County,50.0,6.0,61.0,0.0,0.0,0.0,Placer County
675,Eastern Plumas District Hospital,hospital,,CA,Plumas County,50.0,6.0,63.0,0.0,0.0,0.0,Plumas County
676,Indian Valley Hospital,hospital,,CA,Plumas County,50.0,6.0,63.0,0.0,0.0,0.0,Plumas County
677,Plumas District Hospital,hospital,,CA,Plumas County,50.0,6.0,63.0,0.0,0.0,0.0,Plumas County
678,Seneca Hospital,hospital,,CA,Plumas County,50.0,6.0,63.0,0.0,0.0,0.0,Plumas County
679,Angel View Children's Hospital ,hospital, Desert Hot Springs,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
680,"Banning General Hospital – Banning (built to support the Desert Training Center, since closed)",hospital,,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
681,Corona Regional Medical Center ,hospital, Corona,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
682,Desert Regional Medical Center ,hospital, Palm Springs,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
683,Eisenhower Medical Center ,hospital, Rancho Mirage,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
684,Hemet Valley Medical Center ,hospital, Hemet,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
685,Inland Valley Regional Medical Center ,hospital, Wildomar,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
686,John F. Kennedy Memorial Hospital ,hospital, Indio,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
687,Kaiser Foundation Hospital ,hospital, Riverside,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
688,Lakeside Hospital ,hospital, Perris,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
689,Loma Linda University Medical Center ,hospital, Murrieta ,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
690,Menifee Valley Medical Center ,hospital, Sun City,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
691,Mission Valley Medical Center ,hospital, Lake Elsinore,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
692,Moreno Valley Community Hospital ,hospital, Moreno Valley,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
693,Palo Verde Hospital ,hospital, Blythe,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
694,Parkview Community Hospital Medical Center ,hospital, Riverside,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
695,Rancho Springs Medical Center ,hospital, Murrieta,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
696,Riverside Community Hospital ,hospital, Riverside,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
697,Riverside County Regional Medical Center ,hospital, Moreno Valley,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
698,San Gorgonio Memorial Hospital ,hospital, Banning,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
699,Valley Health Systems ,hospital, Hemet,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
700,Valley Plaza Doctors Hospital,hospital,,CA,Riverside County,50.0,6.0,65.0,0.0,0.0,0.0,Riverside County
701,Kaiser Foundation Hospital ,hospital, North Sacramento,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
702,Kaiser Foundation Hospital ,hospital, South Sacramento,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
703,Mercy General Hospital,hospital,,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
704,Mercy Hospital ,hospital, Folsom,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
705,Mercy San Juan Medical Center,hospital,,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
706,Methodist Hospital of Sacramento,hospital,,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
707,Shriners Hospitals for Children Northern Calif.,hospital,,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
708,Sierra Vista Hospital,hospital,,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
709,Sutter General Hospital,hospital,,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
710,Sutter Memorial Hospital,hospital,,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
711,University of California Davis Medical Center,hospital,,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
712,Vencor Hospital ,hospital, Sacramento,CA,Sacramento County,50.0,6.0,67.0,0.0,0.0,0.0,Sacramento County
713,San Benito Health Care District-Hazel Hawkins SNF,hospital,,CA,San Benito County,50.0,6.0,69.0,0.0,0.0,0.0,San Benito County
714,Arrowhead Regional Medical Center ,hospital, Colton,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
715,Barstow Community Hospital ,hospital, Barstow,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
716,Bear Valley Community Hospital,hospital,,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
717,Chino Valley Medical Center ,hospital, Chino,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
718,Colorado River Medical Center,hospital,,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
719,Community Hospital of San Bernardino ,hospital, San Bernardino,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
720,Desert Valley Hospital ,hospital, Victorville,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
721,Hi-Desert Medical Center,hospital,,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
722,Kaiser Foundation Hospital ,hospital, Fontana,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
723,Loma Linda University Children's Hospital ,hospital, Loma Linda,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
724,Loma Linda University Medical Center ,hospital, Loma Linda,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
725,Loma Linda Veterans Affairs Medical Center ,hospital, Loma Linda,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
726,Montclair Hospital Medical Center ,hospital, Montclair,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
727,Mountains Community Hospital ,hospital, Lake Arrowhead,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
728,Patton State Hospital ,hospital, San Bernardino,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
729,Redlands Community Hospital ,hospital, Redlands,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
730,Robert H. Ballard Rehabilitation Hospital,hospital,,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
731,St. Bernardine Medical Center ,hospital, San Bernardino,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
732,St. Mary Regional Medical Center,hospital,,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
733,San Antonio Community Hospital ,hospital, Upland,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
734,Vencor Hospital ,hospital, Ontario,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
735,Victor Valley Hospital ,hospital, Victorville,CA,San Bernardino County,50.0,6.0,71.0,0.0,0.0,0.0,San Bernardino County
736,Alvarado Hospital Medical Center ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
737,Bayview Hospital ,hospital, Chula Vista,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
738,Children's Hospital and Health Center ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
739,Children's Hospital of San Diego ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
740,Fallbrook Hospital ,hospital, Fallbrook,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
741,Green Hospital of Scripps Clinic ,hospital, La Jolla,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
742,Kaiser Permanente Medical Center ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
743,Kindred Hospital ,hospital, San Diego ,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
744,Mary Birch Hospital for Women ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
745,Naval Medical Center San Diego ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
746,Palomar Medical Center ,hospital, Escondido,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
747,Paradise Valley Hospital ,hospital, National City,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
748,Pomerado Hospital ,hospital, Poway,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
749,Rady Children's Hospital[4],hospital,,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
750,San Diego County Psychiatric Hospital ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
751,San Luis Rey Hospital ,hospital, Encinitas,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
752,Scripps Health,hospital,,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
753,Scripps Green Hospital ,hospital, La Jolla,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
754,Scripps Memorial Hospital ,hospital, Encinitas,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
755,Scripps Memorial Hospital ,hospital, La Jolla,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
756,Scripps Mercy Hospital ,hospital, Chula Vista,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
757,Scripps Mercy Hospital ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
758,Sharp HealthCare,hospital,,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
759,Sharp Cabrillo Hospital ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
760,Sharp Chula Vista Medical Center ,hospital, Chula Vista,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
761,Sharp Coronado Hospital ,hospital, Coronado,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
762,Sharp Grossmont Hospital ,hospital, La Mesa,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
763,Sharp Memorial Hospital ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
764,Sharp Mesa Vista ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
765,Tri-City Medical Center ,hospital, Oceanside,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
766,UC San Diego Health ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
767,"UC San Diego Medical Center, Hillcrest – San Diego",hospital,,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
768,Jacobs Medical Center ,hospital, La Jolla,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
769,U.S. Naval Hospital ,hospital, Camp Pendleton,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
770,Vencor Hospital ,hospital, San Diego,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
771,Veterans Affairs Medical Center San Diego ,hospital, La Jolla,CA,San Diego County,50.0,6.0,73.0,0.0,0.0,0.0,San Diego County
772,Bridge to Wellness (adult psychiatric partial hospitalization),hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
773,California Pacific Medical Center,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
774,Davies Medical Center,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
775,Haight Free Clinic,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
776,Kaiser Permanente San Francisco Medical Center,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
777,Laguna Honda Hospital and Rehabilitation Center,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
778,Saint Francis Memorial Hospital (Spine Center),hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
779,St. Luke's Hospital,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
780,St. Mary's Medical Center,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
781,San Francisco City Clinic,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
782,San Francisco General Hospital,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
783,San Francisco VA Medical Center,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
784,UCSF Mount Zion Medical Center,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
785,UCSF Medical Center,hospital,,CA,San Francisco County,50.0,6.0,75.0,0.0,0.0,0.0,San Francisco County
786,Dameron Hospital ,hospital, Stockton,CA,San Joaquin County,50.0,6.0,77.0,0.0,0.0,0.0,San Joaquin County
787,Doctors Hospital of Manteca ,hospital, Manteca,CA,San Joaquin County,50.0,6.0,77.0,0.0,0.0,0.0,San Joaquin County
788,Kaiser Permanente ,hospital, Manteca,CA,San Joaquin County,50.0,6.0,77.0,0.0,0.0,0.0,San Joaquin County
789,Lodi Memorial Hospital ,hospital, Lodi,CA,San Joaquin County,50.0,6.0,77.0,0.0,0.0,0.0,San Joaquin County
790,St. Joseph's Medical Center ,hospital, Stockton,CA,San Joaquin County,50.0,6.0,77.0,0.0,0.0,0.0,San Joaquin County
791,San Joaquin General Hospital ,hospital, French Camp,CA,San Joaquin County,50.0,6.0,77.0,0.0,0.0,0.0,San Joaquin County
792,Arroyo Grande Community Hospital ,hospital, Arroyo Grande,CA,San Luis Obispo County,50.0,6.0,79.0,0.0,0.0,0.0,San Luis Obispo County
793,Atascadero State Hospital - Atascadero,hospital,,CA,San Luis Obispo County,50.0,6.0,79.0,0.0,0.0,0.0,San Luis Obispo County
794,French Hospital Medical Center ,hospital, San Luis Obispo,CA,San Luis Obispo County,50.0,6.0,79.0,0.0,0.0,0.0,San Luis Obispo County
795,San Luis Obispo General Hospital (closed June 2003),hospital,,CA,San Luis Obispo County,50.0,6.0,79.0,0.0,0.0,0.0,San Luis Obispo County
796,Sierra Vista Regional Medical Center ,hospital, San Luis Obispo,CA,San Luis Obispo County,50.0,6.0,79.0,0.0,0.0,0.0,San Luis Obispo County
797,Twin Cities Community Hospital ,hospital, Templeton,CA,San Luis Obispo County,50.0,6.0,79.0,0.0,0.0,0.0,San Luis Obispo County
798,Kaiser Foundation Hospital ,hospital, Redwood City,CA,San Mateo County,50.0,6.0,81.0,0.0,0.0,0.0,San Mateo County
799,Kaiser Foundation Hospital ,hospital, South San Francisco,CA,San Mateo County,50.0,6.0,81.0,0.0,0.0,0.0,San Mateo County
800,Menlo Park VA Hospital ,hospital, Menlo Park,CA,San Mateo County,50.0,6.0,81.0,0.0,0.0,0.0,San Mateo County
801,Mills Health Center ,hospital, San Mateo,CA,San Mateo County,50.0,6.0,81.0,0.0,0.0,0.0,San Mateo County
802,Mills-Peninsula Medical Center ,hospital, Burlingame,CA,San Mateo County,50.0,6.0,81.0,0.0,0.0,0.0,San Mateo County
803,San Mateo Medical Center ,hospital, San Mateo,CA,San Mateo County,50.0,6.0,81.0,0.0,0.0,0.0,San Mateo County
804,Sequoia Hospital ,hospital, Redwood City,CA,San Mateo County,50.0,6.0,81.0,0.0,0.0,0.0,San Mateo County
805,Seton Medical Center ,hospital, Daly City,CA,San Mateo County,50.0,6.0,81.0,0.0,0.0,0.0,San Mateo County
806,Seton Medical Center ,hospital, Coastside ,CA,San Mateo County,50.0,6.0,81.0,0.0,0.0,0.0,San Mateo County
807,Cottage Children's Hospital ,hospital, Santa Barbara,CA,Santa Barbara County,50.0,6.0,83.0,0.0,0.0,0.0,Santa Barbara County
808,Goleta Valley Cottage Hospital ,hospital, Santa Barbara,CA,Santa Barbara County,50.0,6.0,83.0,0.0,0.0,0.0,Santa Barbara County
809,Lompoc Valley Medical Center ,hospital, Lompoc,CA,Santa Barbara County,50.0,6.0,83.0,0.0,0.0,0.0,Santa Barbara County
810,Marian Medical Center[5] ,hospital, Santa Maria,CA,Santa Barbara County,50.0,6.0,83.0,0.0,0.0,0.0,Santa Barbara County
811,Saint Francis Medical Center ,hospital, Santa Barbara,CA,Santa Barbara County,50.0,6.0,83.0,0.0,0.0,0.0,Santa Barbara County
812,Santa Barbara Cottage Hospital ,hospital, Santa Barbara,CA,Santa Barbara County,50.0,6.0,83.0,0.0,0.0,0.0,Santa Barbara County
813,Santa Ynez Valley Cottage Hospital ,hospital, Solvang,CA,Santa Barbara County,50.0,6.0,83.0,0.0,0.0,0.0,Santa Barbara County
814,Community Hospital of Los Gatos ,hospital, Los Gatos,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
815,El Camino Hospital ,hospital, Mountain View,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
816,Good Samaritan Hospital ,hospital, San Jose,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
817,Kaiser Permanente Santa Clara Medical Center ,hospital, Santa Clara,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
818,Kaiser Permanente Santa Teresa Medical Center ,hospital, San Jose,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
819,Lucile Salter Packard Children's Hospital at Stanford ,hospital, Palo Alto,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
820,O'Connor Hospital ,hospital, San Jose,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
821,Regional Medical Center of San Jose ,hospital, San Jose,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
822,Saint Louise Regional Hospital ,hospital, Gilroy,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
823,San Jose Medical Center ,hospital, San Jose,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
824,Santa Clara Valley Medical Center ,hospital, San Jose,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
825,Stanford University Medical Center ,hospital, Stanford,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
826,VA Palo Alto Hospital ,hospital, Palo Alto,CA,Santa Clara County,50.0,6.0,85.0,0.0,0.0,0.0,Santa Clara County
827,Dominican Hospital ,hospital, Santa Cruz,CA,Santa Cruz County,50.0,4.0,23.0,0.0,0.0,0.0,Santa Cruz County
828,Dominican Hospital ,hospital, Santa Cruz,CA,Santa Cruz County,50.0,6.0,87.0,0.0,0.0,0.0,Santa Cruz County
829,Sutter Maternity and Surgery Hospital ,hospital, Santa Cruz,CA,Santa Cruz County,50.0,4.0,23.0,0.0,0.0,0.0,Santa Cruz County
830,Sutter Maternity and Surgery Hospital ,hospital, Santa Cruz,CA,Santa Cruz County,50.0,6.0,87.0,0.0,0.0,0.0,Santa Cruz County
831,Watsonville Community Hospital ,hospital, Watsonville,CA,Santa Cruz County,50.0,4.0,23.0,0.0,0.0,0.0,Santa Cruz County
832,Watsonville Community Hospital ,hospital, Watsonville,CA,Santa Cruz County,50.0,6.0,87.0,0.0,0.0,0.0,Santa Cruz County
833,Mayers Memorial Hospital District ,hospital, Fall River Mills,CA,Shasta County,50.0,6.0,89.0,0.0,0.0,0.0,Shasta County
834,Mercy Medical Center ,hospital, Redding,CA,Shasta County,50.0,6.0,89.0,0.0,0.0,0.0,Shasta County
835,Shasta Regional Medical Center ,hospital, Redding,CA,Shasta County,50.0,6.0,89.0,0.0,0.0,0.0,Shasta County
836,Fairchild Medical Center ,hospital, Yreka,CA,Siskiyou County,50.0,6.0,93.0,0.0,0.0,0.0,Siskiyou County
837,California Specialty Hospital ,hospital, Vallejo,CA,Solano County,50.0,6.0,95.0,0.0,0.0,0.0,Solano County
838,David Grant USAF Medical Center ,hospital, Travis Air Force Base,CA,Solano County,50.0,6.0,95.0,0.0,0.0,0.0,Solano County
839,Kaiser Permanente Medical Center ,hospital, Vallejo,CA,Solano County,50.0,6.0,95.0,0.0,0.0,0.0,Solano County
840,NorthBay Medical Center ,hospital, Fairfield [6],CA,Solano County,50.0,6.0,95.0,0.0,0.0,0.0,Solano County
841,Sutter Solano Medical Center ,hospital, Vallejo,CA,Solano County,50.0,6.0,95.0,0.0,0.0,0.0,Solano County
842,NorthBay VacaValley Hospital ,hospital, Vacaville [6],CA,Solano County,50.0,6.0,95.0,0.0,0.0,0.0,Solano County
843,Kaiser Permanente Medical Center ,hospital, Vacaville,CA,Solano County,50.0,6.0,95.0,0.0,0.0,0.0,Solano County
844,Healdsburg District Hospital ,hospital, Healdsburg,CA,Sonoma County,50.0,6.0,97.0,0.0,0.0,0.0,Sonoma County
845,Kaiser Permanente Medical Center ,hospital, Santa Rosa,CA,Sonoma County,50.0,6.0,97.0,0.0,0.0,0.0,Sonoma County
846,Sonoma West Medical Center ,hospital, Sebastopol,CA,Sonoma County,50.0,6.0,97.0,0.0,0.0,0.0,Sonoma County
847,Petaluma Valley Hospital ,hospital, Petaluma,CA,Sonoma County,50.0,6.0,97.0,0.0,0.0,0.0,Sonoma County
848,Santa Rosa Memorial Hospital ,hospital, Santa Rosa,CA,Sonoma County,50.0,6.0,97.0,0.0,0.0,0.0,Sonoma County
849,Sonoma Developmental Center ,hospital, Eldridge,CA,Sonoma County,50.0,6.0,97.0,0.0,0.0,0.0,Sonoma County
850,Sonoma Valley Hospital ,hospital, Sonoma,CA,Sonoma County,50.0,6.0,97.0,0.0,0.0,0.0,Sonoma County
851,Sutter Medical Center of Santa Rosa ,hospital, Santa Rosa,CA,Sonoma County,50.0,6.0,97.0,0.0,0.0,0.0,Sonoma County
